experiment_id,experiment_title_inferred,experiment_dir,artifact_path,artifact_type,file_extension,file_size_bytes,modified_time,likely_role,manuscript_relevance,notes
exp1,Persistent Plastic Graph MNIST Prototype,experiments/experiment1,experiments/experiment1/.DS_Store,unknown,,8196,2026-05-02T07:40:16,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/exp9_summary.csv,summary_csv,.csv,14134,2026-05-02T22:12:58,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/metrics.csv,metrics_csv,.csv,221843,2026-05-02T22:12:57,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/metrics_wide.csv,metrics_csv,.csv,42660,2026-05-02T22:12:58,wide metrics table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/predictions.csv,summary_csv,.csv,2163511,2026-05-02T22:12:58,raw predictions,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_diagnostics.csv,summary_csv,.csv,646533,2026-05-02T22:12:58,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_feedback_exp9_full_reward_robust_minus_one.png,plot,.png,36221,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_feedback_exp9_full_reward_robust_plus_one.png,plot,.png,36551,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_feedback_exp9_full_reward_robust_plus_two.png,plot,.png,35471,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_interference_exp9_full_interference_robust_minus_one.png,plot,.png,36812,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_interference_exp9_full_interference_robust_plus_one.png,plot,.png,35986,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/route_margin_heatmap_interference_exp9_full_interference_robust_plus_two.png,plot,.png,35957,2026-05-02T22:12:58,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analysis/exp9_validation/runs.csv,summary_csv,.csv,65119,2026-05-02T22:12:57,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/analyze_exp9_suite.py,script,.py,14297,2026-05-02T22:12:57,analysis script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/exp9/__init__.py,code,.py,28,2026-05-02T22:12:57,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/exp9/__pycache__/__init__.cpython-312.pyc,unknown,.pyc,264,2026-05-02T22:16:28,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/exp9/__pycache__/core.cpython-312.pyc,unknown,.pyc,40152,2026-05-02T22:16:28,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/exp9/core.py,code,.py,25328,2026-05-02T22:12:57,experiment implementation,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/EXPERIMENT_9_ROBUST_ADAPTIVE_ROUTE_PLASTICITY.md,report,.md,3232,2026-05-02T22:12:57,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/README.md,readme,.md,1108,2026-05-02T22:12:57,experiment overview and run notes,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/requirements.txt,config,.txt,33,2026-05-02T22:12:57,dependency manifest,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/run_exp9_robust_adaptive_route_plasticity.py,script,.py,71,2026-05-02T22:12:57,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/run_exp9_suite.py,script,.py,14391,2026-05-02T22:12:57,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/runs/exp9_robust_adaptive_route_plasticity.sqlite3,unknown,.sqlite3,414150656,2026-05-02T23:40:26,per-run SQLite database,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/runs/exp9_validation.sqlite3,unknown,.sqlite3,2424832,2026-05-02T22:12:57,per-run SQLite database,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/start.ps1,script,.ps1,1312,2026-05-02T22:12:57,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/start.sh,script,.sh,950,2026-05-02T22:12:57,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/start_exp9.ps1,script,.ps1,1312,2026-05-02T22:15:18,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp9,Experiment 9 - Robust Adaptive Route Plasticity,experiments/experiment9_robust_adaptive_route_plasticity,experiments/experiment9_robust_adaptive_route_plasticity/TRACKER_UPDATE_EXP9.md,report,.md,736,2026-05-02T22:12:57,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/__pycache__/analyze_exp10_suite.cpython-312.pyc,unknown,.pyc,18613,2026-05-03T20:15:07,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/baselines.csv,summary_csv,.csv,34696,2026-05-03T20:15:07,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_adaptation_thresholds.csv,summary_csv,.csv,1080,2026-05-03T20:15:18,supporting artifact,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_baseline_summary.csv,summary_csv,.csv,1349,2026-05-03T20:15:13,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_failure_taxonomy_final_new_rule.png,plot,.png,105365,2026-05-03T20:15:18,failure taxonomy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_final_new_rule_composition.png,plot,.png,89034,2026-05-03T20:15:17,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_final_old_rule_retention.png,plot,.png,87562,2026-05-03T20:15:17,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_report.md,report,.md,27463,2026-05-03T20:15:18,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_composition_dual_rule.png,plot,.png,188393,2026-05-03T20:15:14,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_correct_margin_dual_rule.png,plot,.png,152539,2026-05-03T20:15:15,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_new_rule_composition.png,plot,.png,112799,2026-05-03T20:15:16,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_new_rule_route_table.png,plot,.png,111543,2026-05-03T20:15:16,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_old_rule_retention.png,plot,.png,121043,2026-05-03T20:15:16,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_reversal_route_table_dual_rule.png,plot,.png,193249,2026-05-03T20:15:15,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_route_summary.csv,summary_csv,.csv,126695,2026-05-03T20:15:13,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/exp10_summary.csv,summary_csv,.csv,148734,2026-05-03T20:15:13,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/failure_taxonomy.csv,summary_csv,.csv,826961,2026-05-03T20:15:07,supporting artifact,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/metrics.csv,metrics_csv,.csv,23421154,2026-05-03T20:14:54,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/metrics_wide.csv,metrics_csv,.csv,3981264,2026-05-03T20:15:13,wide metrics table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/route_diagnostics.csv,summary_csv,.csv,182745291,2026-05-03T20:15:07,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10/runs.csv,summary_csv,.csv,237170,2026-05-03T20:14:52,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/baselines.csv,summary_csv,.csv,1051,2026-05-03T08:00:12,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_adaptation_thresholds.csv,summary_csv,.csv,415,2026-05-03T08:00:12,supporting artifact,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_baseline_summary.csv,summary_csv,.csv,1082,2026-05-03T08:00:12,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_failure_taxonomy_final_new_rule.png,plot,.png,80482,2026-05-03T08:00:12,failure taxonomy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_final_new_rule_composition.png,plot,.png,71846,2026-05-03T08:00:12,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_final_old_rule_retention.png,plot,.png,71842,2026-05-03T08:00:12,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_report.md,report,.md,11896,2026-05-03T08:00:12,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_composition_dual_rule.png,plot,.png,120906,2026-05-03T08:00:12,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_correct_margin_dual_rule.png,plot,.png,129688,2026-05-03T08:00:12,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_new_rule_composition.png,plot,.png,72415,2026-05-03T08:00:12,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_new_rule_route_table.png,plot,.png,76429,2026-05-03T08:00:12,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_old_rule_retention.png,plot,.png,85341,2026-05-03T08:00:12,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_reversal_route_table_dual_rule.png,plot,.png,120064,2026-05-03T08:00:12,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_route_summary.csv,summary_csv,.csv,16670,2026-05-03T08:00:12,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/exp10_summary.csv,summary_csv,.csv,14125,2026-05-03T08:00:12,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/failure_taxonomy.csv,summary_csv,.csv,4620,2026-05-03T08:00:12,supporting artifact,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/metrics.csv,metrics_csv,.csv,81116,2026-05-03T08:00:11,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/metrics_wide.csv,metrics_csv,.csv,14053,2026-05-03T08:00:12,wide metrics table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/route_diagnostics.csv,summary_csv,.csv,164626,2026-05-03T08:00:11,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analysis/exp10_validation_full/runs.csv,summary_csv,.csv,2746,2026-05-03T08:00:11,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/analyze_exp10_suite.py,script,.py,12716,2026-05-03T08:00:11,analysis script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/exp10/__init__.py,code,.py,29,2026-05-03T08:00:11,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/exp10/__pycache__/__init__.cpython-312.pyc,unknown,.pyc,252,2026-05-03T08:01:45,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/exp10/__pycache__/core.cpython-312.pyc,unknown,.pyc,39181,2026-05-03T08:01:45,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/exp10/core.py,code,.py,26151,2026-05-03T08:00:11,experiment implementation,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/EXPERIMENT_10_ADAPTIVE_REVERSAL.md,report,.md,3378,2026-05-03T08:00:11,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/README.md,readme,.md,999,2026-05-03T08:00:11,experiment overview and run notes,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/requirements.txt,config,.txt,24,2026-05-03T08:00:11,dependency manifest,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/run_exp10_adaptive_reversal.py,script,.py,72,2026-05-03T08:00:11,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/run_exp10_suite.py,script,.py,11530,2026-05-03T08:00:11,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/start.ps1,script,.ps1,1350,2026-05-03T08:00:11,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/start.sh,script,.sh,791,2026-05-03T08:00:11,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/start_exp10.ps1,script,.ps1,1350,2026-05-03T07:59:14,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp10,"Experiment 10 - Rule Reversal, Retention, and Adaptive Rebinding",experiments/experiment10_adaptive_reversal,experiments/experiment10_adaptive_reversal/TRACKER_UPDATE_EXP10.md,report,.md,936,2026-05-03T08:00:11,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/__pycache__/analyze_exp11_suite.cpython-312.pyc,unknown,.pyc,16128,2026-05-04T07:56:54,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/__pycache__/run_exp11_context_memory.cpython-312.pyc,unknown,.pyc,235,2026-05-04T07:56:54,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/__pycache__/run_exp11_suite.cpython-312.pyc,unknown,.pyc,26493,2026-05-04T07:56:54,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/analysis/exp11/baselines.csv,summary_csv,.csv,90802,2026-05-04T13:46:43,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/analysis/exp11/exp11_alternating_composition.png,plot,.png,136824,2026-05-04T13:46:49,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/analysis/exp11/exp11_alternating_route_table.png,plot,.png,138182,2026-05-04T13:46:49,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/analysis/exp11/exp11_alternating_world_margin.png,plot,.png,184932,2026-05-04T13:46:50,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp11,Experiment 11 - Context-Separated Memory and Non-Destructive Rebinding,experiments/experiment11_context_memory,experiments/experiment11_context_memory/analysis/exp11/exp11_baseline_summary.csv,summary_csv,.csv,3282,2026-05-04T13:46:55,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
